2016-09-19,1266,搜狐汇算,睿道,691,3,3,3,0,0
2016-09-28,1013,广点通,多盟,15,16,10,13,0,0
2016-09-20,1266,搜狐汇算,睿道,686,5,5,5,2,12
2016-09-20,1021,百度DSP,紫博蓝,4,0,0,0,0,0
2016-09-21,1111,UC,观秦,156,3,3,4,1,6
2016-10-09,1505,紫龙官网,紫龙互娱,7,0,0,0,0,0
2016-09-17,2677,applift,大树时代,5,0,0,0,0,0
2016-10-09,1168,智汇推,浩趣,1,0,0,0,0,0
2016-09-15,1407,Loopme,掌握,3,0,0,0,0,0
2016-09-15,2664,targetmedia,大树时代,19,0,0,0,0,0
2016-09-16,2664,targetmedia,大树时代,20,0,0,0,0,0
2016-09-16,1505,紫龙官网,紫龙互娱,6,0,0,0,0,0
2016-10-30,2689,applovin,appcoach,0,2,2,2,0,0
2016-11-01,2697,玩游,玩游,2,0,0,0,0,0
2016-11-01,2700,Rocket10,掌握,29903,17,16,16,0,0
2016-11-01,1185,百度品牌专区,景美,267,68,42,60,8,94
2016-11-01,1505,紫龙官网,紫龙互娱,2,0,0,0,0,0
2016-10-29,2519,爱奇艺,云锐,3653,54,49,53,3,18
